"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2"
"209",4561,"X",3455,17630,"NChap1_final_00003455","hap1","X",108388925,108392740,"NChap1_final_00003455","R_salicifolius_00019864",""
"210",4563,"X",3460,17615,"NChap1_final_00003460","hap1","X",108659276,108661393,"NChap1_final_00003460","R_salicifolius_00019863",""
"211",4564,"X",3461,17660,"NChap1_final_00003461","hap1","X",108711827,108713819,"NChap1_final_00003461","R_salicifolius_00019862",""
"212",4568,"X",3465,17659,"NChap1_final_00003465","hap1","X",108742011,108743975,"NChap1_final_00003465","R_salicifolius_00019861",""
"213",4570,"X",3467,17662,"NChap1_final_00003467","hap1","X",108745593,108748247,"NChap1_final_00003467","R_salicifolius_00019860",""
"214",4573,"X",3471,17628,"NChap1_final_00003471","hap1","X",108920075,108924100,"NChap1_final_00003471","R_salicifolius_00019859",""
"215",4576,"X",3474,17651,"NChap1_final_00003474","hap1","X",109034933,109038467,"NChap1_final_00003474","R_salicifolius_00019858",""
"216",4578,"X",3476,17642,"NChap1_final_00003476","hap1","X",109096569,109105257,"NChap1_final_00003476","R_salicifolius_00019857",""
"217",4579,"X",3477,17643,"NChap1_final_00003477","hap1","X",109111834,109120755,"NChap1_final_00003477","R_salicifolius_00019856",""
"218",4582,"X",3479,17640,"NChap1_final_00003479","hap1","X",109260152,109264569,"NChap1_final_00003479","R_salicifolius_00019854",""
"219",4589,"X",3484,17670,"NChap1_final_00003484","hap1","X",109350629,109354953,"NChap1_final_00003484","R_salicifolius_00019850",""
"220",4598,"X",3495,17629,"NChap1_final_00003495","hap1","X",109669625,109671570,"NChap1_final_00003495","R_salicifolius_00019849",""
"221",4599,"X",3496,17644,"NChap1_final_00003496","hap1","X",109682154,109685604,"NChap1_final_00003496","R_salicifolius_00019847",""
"222",4600,"X",3497,17646,"NChap1_final_00003497","hap1","X",109748247,109754568,"NChap1_final_00003497","R_salicifolius_00019846",""
"223",4602,"X",3499,17641,"NChap1_final_00003499","hap1","X",109978282,109987738,"NChap1_final_00003499","R_salicifolius_00019845",""
"224",4603,"X",3500,17639,"NChap1_final_00003500","hap1","X",110020419,110022707,"NChap1_final_00003500","R_salicifolius_00019844",""
"225",4609,"X",3508,17725,"NChap1_final_00003508","hap1","X",110323320,110326571,"NChap1_final_00003508","R_salicifolius_00019831",""
"226",4612,"X",3510,17726,"NChap1_final_00003510","hap1","X",110363676,110367802,"NChap1_final_00003510","R_salicifolius_00019834",""
"227",4623,"X",3520,17671,"NChap1_final_00003520","hap1","X",110575291,110576357,"NChap1_final_00003520","R_salicifolius_00019838",""
"228",4631,"X",3527,17679,"NChap1_final_00003527","hap1","X",110641107,110642195,"NChap1_final_00003527","R_salicifolius_00019840",""
"229",4632,"X",3528,17676,"NChap1_final_00003528","hap1","X",110642702,110644799,"NChap1_final_00003528","R_salicifolius_00019841",""
"230",4633,"X",3529,17666,"NChap1_final_00003529","hap1","X",110686239,110690308,"NChap1_final_00003529","R_salicifolius_00019842",""
"231",4634,"X",3531,17667,"NChap1_final_00003531","hap1","X",110748638,110753735,"NChap1_final_00003531","R_salicifolius_00019945",""
"232",4641,"X",3537,17681,"NChap1_final_00003537","hap1","X",110852733,110854832,"NChap1_final_00003537","R_salicifolius_00019949",""
"233",4648,"X",3543,17696,"NChap1_final_00003543","hap1","X",111033226,111033988,"NChap1_final_00003543","R_salicifolius_00019953",""
"234",4649,"X",3544,17693,"NChap1_final_00003544","hap1","X",111041305,111047335,"NChap1_final_00003544","R_salicifolius_00019954",""
"235",4651,"X",3547,17650,"NChap1_final_00003547","hap1","X",111173650,111175075,"NChap1_final_00003547","R_salicifolius_00019955",""
"236",4654,"X",3548,17755,"NChap1_final_00003548","hap1","X",111210872,111212287,"NChap1_final_00003548","R_salicifolius_00019958",""
"237",4663,"X",3552,17756,"NChap1_final_00003552","hap1","X",111235184,111242865,"NChap1_final_00003552","R_salicifolius_00019964",""
"238",4664,"X",3554,17754,"NChap1_final_00003554","hap1","X",111278239,111281292,"NChap1_final_00003554","R_salicifolius_00019965",""
"239",4676,"X",3565,17648,"NChap1_final_00003565","hap1","X",111479620,111481271,"NChap1_final_00003565","R_salicifolius_00019967",""
"240",4682,"X",3570,17649,"NChap1_final_00003570","hap1","X",111596897,111597611,"NChap1_final_00003570","R_salicifolius_00019969",""
"241",4686,"X",3573,17647,"NChap1_final_00003573","hap1","X",111748326,111751538,"NChap1_final_00003573","R_salicifolius_00019971",""
"242",4689,"X",3578,17685,"NChap1_final_00003578","hap1","X",112021444,112023276,"NChap1_final_00003578","R_salicifolius_00019972",""
"243",4692,"X",3580,17686,"NChap1_final_00003580","hap1","X",112041675,112043272,"NChap1_final_00003580","R_salicifolius_00019974",""
"244",4703,"X",3589,17674,"NChap1_final_00003589","hap1","X",112329714,112333505,"NChap1_final_00003589","R_salicifolius_00019978",""
"245",4706,"X",3591,17652,"NChap1_final_00003591","hap1","X",112436795,112437736,"NChap1_final_00003591","R_salicifolius_00019981",""
"246",4707,"X",3592,17653,"NChap1_final_00003592","hap1","X",112444021,112448477,"NChap1_final_00003592","R_salicifolius_00019982",""
"247",4708,"X",3593,17654,"NChap1_final_00003593","hap1","X",112449413,112450942,"NChap1_final_00003593","R_salicifolius_00019983",""
"248",4716,"X",3596,17665,"NChap1_final_00003596","hap1","X",112515653,112517942,"NChap1_final_00003596","R_salicifolius_00019989",""
"249",4725,"X",3605,17699,"NChap1_final_00003605","hap1","X",112748351,112749820,"NChap1_final_00003605","R_salicifolius_00019991",""
"250",4727,"X",3607,17700,"NChap1_final_00003607","hap1","X",112767620,112769069,"NChap1_final_00003607","R_salicifolius_00019992",""
"251",4728,"X",3608,17710,"NChap1_final_00003608","hap1","X",112794211,112796568,"NChap1_final_00003608","R_salicifolius_00019993",""
"252",4737,"X",3615,17701,"NChap1_final_00003615","hap1","X",112942646,112945000,"NChap1_final_00003615","R_salicifolius_00019996",""
"253",4739,"X",3616,17702,"NChap1_final_00003616","hap1","X",112946216,112949909,"NChap1_final_00003616","R_salicifolius_00019998",""
"254",4745,"X",3623,17688,"NChap1_final_00003623","hap1","X",112996987,112998445,"NChap1_final_00003623","R_salicifolius_00020000",""
"255",4746,"X",3624,17689,"NChap1_final_00003624","hap1","X",113025315,113026686,"NChap1_final_00003624","R_salicifolius_00020001",""
"256",4763,"X",3641,17723,"NChap1_final_00003641","hap1","X",113352214,113355485,"NChap1_final_00003641","R_salicifolius_00019616",""
"257",4774,"X",3648,17682,"NChap1_final_00003648","hap1","X",113631767,113634959,"NChap1_final_00003648","R_salicifolius_00019621",""
"258",4775,"X",3649,17683,"NChap1_final_00003649","hap1","X",113656712,113657140,"NChap1_final_00003649","R_salicifolius_00019622",""
"259",4778,"X",3651,17684,"NChap1_final_00003651","hap1","X",113662584,113663843,"NChap1_final_00003651","R_salicifolius_00019623",""
"260",4780,"X",3652,17705,"NChap1_final_00003652","hap1","X",113692080,113695207,"NChap1_final_00003652","R_salicifolius_00019626",""
"261",4781,"X",3653,17706,"NChap1_final_00003653","hap1","X",113696873,113702253,"NChap1_final_00003653","R_salicifolius_00019627",""
"262",4785,"X",3655,17709,"NChap1_final_00003655","hap1","X",113779916,113780714,"NChap1_final_00003655","R_salicifolius_00019630",""
"263",4786,"X",3656,17732,"NChap1_final_00003656","hap1","X",113862272,113863983,"NChap1_final_00003656","R_salicifolius_00019631",""
"264",4789,"X",3658,17728,"NChap1_final_00003658","hap1","X",113932022,113934939,"NChap1_final_00003658","R_salicifolius_00019633",""
"265",4791,"X",3660,17730,"NChap1_final_00003660","hap1","X",113975581,113977354,"NChap1_final_00003660","R_salicifolius_00019634",""
"266",4792,"X",3661,17719,"NChap1_final_00003661","hap1","X",113990833,113991972,"NChap1_final_00003661","R_salicifolius_00019635",""
"267",4793,"X",3662,17716,"NChap1_final_00003662","hap1","X",113994751,113996346,"NChap1_final_00003662","R_salicifolius_00019637",""
"268",4801,"X",3670,17697,"NChap1_final_00003670","hap1","X",114286930,114292805,"NChap1_final_00003670","R_salicifolius_00019639",""
"269",4834,"X",3704,17763,"NChap1_final_00003704","hap1","X",116667025,116670378,"NChap1_final_00003704","R_salicifolius_00019686",""
"270",4838,"X",3710,17752,"NChap1_final_00003710","hap1","X",116981360,116984690,"NChap1_final_00003710","R_salicifolius_00019688",""
"271",4848,"X",3717,17744,"NChap1_final_00003717","hap1","X",117712071,117715546,"NChap1_final_00003717","R_salicifolius_00019694",""
"272",4849,"X",3718,17745,"NChap1_final_00003718","hap1","X",117715331,117717631,"NChap1_final_00003718","R_salicifolius_00019695",""
"273",4855,"X",3723,17778,"NChap1_final_00003723","hap1","X",117864431,117867069,"NChap1_final_00003723","R_salicifolius_00019697",""
"274",4856,"X",3724,17773,"NChap1_final_00003724","hap1","X",118145489,118149345,"NChap1_final_00003724","R_salicifolius_00019698",""
"275",4862,"X",3731,17768,"NChap1_final_00003731","hap1","X",118332727,118334300,"NChap1_final_00003731","R_salicifolius_00019699",""
"276",4867,"X",3735,17786,"NChap1_final_00003735","hap1","X",118598328,118601962,"NChap1_final_00003735","R_salicifolius_00019701",""
"277",4868,"X",3736,17788,"NChap1_final_00003736","hap1","X",118601318,118604531,"NChap1_final_00003736","R_salicifolius_00019702",""
"278",4876,"X",3745,17799,"NChap1_final_00003745","hap1","X",118985552,118987676,"NChap1_final_00003745","R_salicifolius_00019703",""
"279",4878,"X",3746,17770,"NChap1_final_00003746","hap1","X",118989712,118993856,"NChap1_final_00003746","R_salicifolius_00019705",""
"280",4879,"X",3747,17771,"NChap1_final_00003747","hap1","X",119044758,119047604,"NChap1_final_00003747","R_salicifolius_00019706",""
"281",4884,"X",3752,17749,"NChap1_final_00003752","hap1","X",119378705,119381937,"NChap1_final_00003752","R_salicifolius_00019707",""
"282",4886,"X",3754,17741,"NChap1_final_00003754","hap1","X",119546500,119548858,"NChap1_final_00003754","R_salicifolius_00019712",""
"283",4894,"X",3760,17779,"NChap1_final_00003760","hap1","X",120207431,120210118,"NChap1_final_00003760","R_salicifolius_00019711",""
"284",4903,"X",3770,17804,"NChap1_final_00003770","hap1","X",120890256,120893212,"NChap1_final_00003770","R_salicifolius_00019714",""
"285",4904,"X",3771,17805,"NChap1_final_00003771","hap1","X",120896660,120900697,"NChap1_final_00003771","R_salicifolius_00019715",""
"286",4910,"X",3776,17766,"NChap1_final_00003776","hap1","X",121059427,121062320,"NChap1_final_00003776","R_salicifolius_00019719",""
"287",4920,"X",3782,17795,"NChap1_final_00003782","hap1","X",121660242,121664879,"NChap1_final_00003782","R_salicifolius_00019724",""
"288",4921,"X",3783,17819,"NChap1_final_00003783","hap1","X",121795155,121802873,"NChap1_final_00003783","R_salicifolius_00019725",""
"289",4923,"X",3784,17820,"NChap1_final_00003784","hap1","X",121802935,121804553,"NChap1_final_00003784","R_salicifolius_00019727",""
"290",4924,"X",3785,17821,"NChap1_final_00003785","hap1","X",121841648,121842999,"NChap1_final_00003785","R_salicifolius_00019728",""
"291",4925,"X",3786,17823,"NChap1_final_00003786","hap1","X",121843421,121844106,"NChap1_final_00003786","R_salicifolius_00019729",""
"292",4930,"X",3790,17780,"NChap1_final_00003790","hap1","X",122127398,122128813,"NChap1_final_00003790","R_salicifolius_00019731",""
"293",4932,"X",3793,17792,"NChap1_final_00003793","hap1","X",122302546,122303803,"NChap1_final_00003793","R_salicifolius_00019732",""
"294",4938,"X",3799,17801,"NChap1_final_00003799","hap1","X",122832004,122834012,"NChap1_final_00003799","R_salicifolius_00019733",""
"295",4943,"X",3803,17816,"NChap1_final_00003803","hap1","X",123041403,123044789,"NChap1_final_00003803","R_salicifolius_00019736",""
"296",4944,"X",3804,17817,"NChap1_final_00003804","hap1","X",123045238,123046555,"NChap1_final_00003804","R_salicifolius_00019737",""
"297",4945,"X",3805,17818,"NChap1_final_00003805","hap1","X",123076944,123078719,"NChap1_final_00003805","R_salicifolius_00019738",""
"298",4946,"X",3806,17793,"NChap1_final_00003806","hap1","X",123089729,123093550,"NChap1_final_00003806","R_salicifolius_00019739",""
"299",4949,"X",3808,17803,"NChap1_final_00003808","hap1","X",123278722,123279614,"NChap1_final_00003808","R_salicifolius_00019742",""
"300",4951,"X",3810,17827,"NChap1_final_00003810","hap1","X",123391393,123397259,"NChap1_final_00003810","R_salicifolius_00019743",""
"301",4955,"X",3812,17828,"NChap1_final_00003812","hap1","X",123497808,123503253,"NChap1_final_00003812","R_salicifolius_00019747",""
"302",4956,"X",3813,17829,"NChap1_final_00003813","hap1","X",123504766,123507550,"NChap1_final_00003813","R_salicifolius_00019748",""
"303",4957,"X",3814,17830,"NChap1_final_00003814","hap1","X",123517746,123521573,"NChap1_final_00003814","R_salicifolius_00019749",""
"304",4958,"X",3816,17796,"NChap1_final_00003816","hap1","X",123681624,123683167,"NChap1_final_00003816","R_salicifolius_00019750",""
"305",4970,"X",3818,17838,"NChap1_final_00003818","hap1","X",123762920,123767482,"NChap1_final_00003818","R_salicifolius_00019764",""
"306",4971,"X",3819,17794,"NChap1_final_00003819","hap1","X",123947316,123948482,"NChap1_final_00003819","R_salicifolius_00019765",""
"307",4977,"X",3822,17834,"NChap1_final_00003822","hap1","X",124269164,124276039,"NChap1_final_00003822","R_salicifolius_00019769",""
"308",4982,"X",3827,17836,"NChap1_final_00003827","hap1","X",124435303,124437984,"NChap1_final_00003827","R_salicifolius_00019771",""
"309",5002,"X",3843,17841,"NChap1_final_00003843","hap1","X",124951729,124956021,"NChap1_final_00003843","R_salicifolius_00019774",""
"310",5006,"X",3845,17842,"NChap1_final_00003845","hap1","X",124958233,124961596,"NChap1_final_00003845","R_salicifolius_00019775",""
"311",5011,"X",3848,17831,"NChap1_final_00003848","hap1","X",124987643,124990641,"NChap1_final_00003848","R_salicifolius_00019776",""
"312",5018,"X",3851,17826,"NChap1_final_00003851","hap1","X",125158236,125160287,"NChap1_final_00003851","R_salicifolius_00019777",""
"313",5020,"X",3852,17814,"NChap1_final_00003852","hap1","X",125215613,125217928,"NChap1_final_00003852","R_salicifolius_00019778",""
"314",5030,"X",3857,17833,"NChap1_final_00003857","hap1","X",125444521,125448795,"NChap1_final_00003857","R_salicifolius_00019780",""
"315",5035,"X",3859,17815,"NChap1_final_00003859","hap1","X",125588642,125590098,"NChap1_final_00003859","R_salicifolius_00019781",""
"316",5050,"X",3871,17832,"NChap1_final_00003871","hap1","X",126001200,126003755,"NChap1_final_00003871","R_salicifolius_00018414",""
"317",5106,"X",3903,17835,"NChap1_final_00003903","hap1","X",127359461,127369376,"NChap1_final_00003903","R_salicifolius_00018459",""
"318",5113,"X",3910,17839,"NChap1_final_00003910","hap1","X",127518886,127558517,"NChap1_final_00003910","R_salicifolius_00018460",""
"319",5130,"X",3928,17844,"NChap1_final_00003928","hap1","X",128354950,128373842,"NChap1_final_00003928","R_salicifolius_00018466",""
"320",5143,"X",3940,17837,"NChap1_final_00003940","hap1","X",128790898,128792428,"NChap1_final_00003940","R_salicifolius_00018470",""
"321",5165,"X",3962,17846,"NChap1_final_00003962","hap1","X",129836715,129839590,"NChap1_final_00003962","R_salicifolius_00018479",""
"322",5182,"X",3975,17840,"NChap1_final_00003975","hap1","X",130190540,130191900,"NChap1_final_00003975","R_salicifolius_00018495",""
"323",5186,"X",3979,17847,"NChap1_final_00003979","hap1","X",130300241,130303810,"NChap1_final_00003979","R_salicifolius_00018496",""
"324",5188,"X",3981,17848,"NChap1_final_00003981","hap1","X",130337033,130341081,"NChap1_final_00003981","R_salicifolius_00018497",""
"325",5191,"X",3985,17843,"NChap1_final_00003985","hap1","X",130396502,130398606,"NChap1_final_00003985","R_salicifolius_00018498",""
"326",5235,"X",4022,17845,"NChap1_final_00004022","hap1","X",131598377,131608082,"NChap1_final_00004022","R_salicifolius_00018522",""
"327",5263,"X",4042,17855,"NChap1_final_00004042","hap1","X",132185557,132187989,"NChap1_final_00004042","R_salicifolius_00018533",""
"328",5343,"X",4092,17885,"NChap1_final_00004092","hap1","X",133384718,133388250,"NChap1_final_00004092","R_salicifolius_00018584",""
"329",5361,"X",4103,17849,"NChap1_final_00004103","hap1","X",133818170,133820024,"NChap1_final_00004103","R_salicifolius_00018591",""
"330",5401,"X",4121,17852,"NChap1_final_00004121","hap1","X",134377421,134384537,"NChap1_final_00004121","R_salicifolius_00018059",""
"331",5402,"X",4122,17853,"NChap1_final_00004122","hap1","X",134386862,134389204,"NChap1_final_00004122","R_salicifolius_00018060",""
"332",5405,"X",4125,17850,"NChap1_final_00004125","hap1","X",134613500,134616038,"NChap1_final_00004125","R_salicifolius_00018061",""
"333",5407,"X",4127,17851,"NChap1_final_00004127","hap1","X",134775271,134778565,"NChap1_final_00004127","R_salicifolius_00018063",""
"334",5409,"X",4129,17873,"NChap1_final_00004129","hap1","X",134795422,134797320,"NChap1_final_00004129","R_salicifolius_00018064",""
"335",5411,"X",4131,17874,"NChap1_final_00004131","hap1","X",134816462,134835056,"NChap1_final_00004131","R_salicifolius_00018065",""
"336",5443,"X",4155,17854,"NChap1_final_00004155","hap1","X",135957722,135966938,"NChap1_final_00004155","R_salicifolius_00018074",""
"337",5470,"X",4168,17867,"NChap1_final_00004168","hap1","X",136418946,136427090,"NChap1_final_00004168","R_salicifolius_00018076",""
"338",5522,"X",4191,17860,"NChap1_final_00004191","hap1","X",137340401,137343031,"NChap1_final_00004191","R_salicifolius_00018087",""
"339",5528,"X",4194,17861,"NChap1_final_00004194","hap1","X",137633846,137636026,"NChap1_final_00004194","R_salicifolius_00018090",""
